id,playtime_forever
0,0.8522330522537231
1,1.118250846862793
2,0.5503526329994202
3,0.4477585554122925
4,3.0402190685272217
5,1.0252779722213745
6,0.7508953213691711
7,0.4377696216106415
8,2.228743553161621
9,1.015119194984436
10,0.47416073083877563
11,0.6064617037773132
12,1.9061884880065918
13,1.0373926162719727
14,2.9458467960357666
15,0.66928631067276
16,1.219759225845337
17,0.9150444269180298
18,0.7915287017822266
19,0.6675480604171753
20,0.5070586204528809
21,0.9922426342964172
22,0.5465202331542969
23,0.5988788604736328
24,0.6788864135742188
25,0.6168354153633118
26,0.4847508370876312
27,0.6306942701339722
28,0.9459626078605652
29,1.1501579284667969
30,1.0246572494506836
31,18.48486328125
32,0.7195437550544739
33,0.5630132555961609
34,1.6980503797531128
35,0.5850278735160828
36,1.0972495079040527
37,2.453521728515625
38,1.7214250564575195
39,0.5257713794708252
40,1.4231054782867432
41,0.8807618618011475
42,3.7042253017425537
43,0.684723436832428
44,0.8873934149742126
45,1.9030719995498657
46,0.5044122338294983
47,0.6393250226974487
48,1.014249563217163
49,9.439472198486328
50,4.991673469543457
51,0.8497676253318787
52,1.0720140933990479
53,0.6037929058074951
54,0.6901232600212097
55,0.45984941720962524
56,1.7263840436935425
57,0.5302845239639282
58,0.9977070093154907
59,0.44911858439445496
60,1.2862539291381836
61,3.545806884765625
62,0.45494717359542847
63,16.001262664794922
64,0.4689173102378845
65,0.7033027410507202
66,0.637698233127594
67,0.5565675497055054
68,2.6171019077301025
69,0.6762716770172119
70,0.4592558741569519
71,21.848310470581055
72,0.8995132446289062
73,20.670509338378906
74,1.6077535152435303
75,30.22063446044922
76,3.72613263130188
77,1.581214189529419
78,0.5794229507446289
79,0.7230094075202942
80,0.6387484073638916
81,2.035750389099121
82,0.684723436832428
83,4.644624710083008
84,1.9121496677398682
85,0.9552707672119141
86,0.7181403636932373
87,2.6923131942749023
88,2.0285792350769043
89,2.0749220848083496
